risk_score,is_anomaly,actual_fraud,correct_prediction
0.03779774246037466,0,0,1
0.02592660340342263,0,0,1
0.015053644729313986,0,0,1
0.11830896548504556,0,0,1
0.06986418908575132,0,0,1
0.03411048778808738,0,0,1
0.04690544359576421,0,0,1
0.05603458502606657,0,0,1
0.01951901476237807,0,0,1
0.1100038504754788,0,0,1
0.009696991682986855,0,0,1
0.07936670308774374,0,0,1
0.02927253857232932,0,0,1
0.07562438009025234,0,0,1
0.04680132167586286,0,0,1
0.12165093378407632,0,0,1
0.0631864533314428,0,0,1
0.01841147216550851,0,0,1
0.030778147318102043,0,0,1
0.030377469910196363,0,0,1
0.03180970545637638,0,0,1
0.08762025027947822,0,0,1
0.018033298694692678,0,0,1
0.07407039160007975,0,0,1
0.042632117824006374,0,0,1
0.09117159980291693,0,0,1
0.021559793187612298,0,0,1
0.022722948239892227,0,0,1
0.021689446540914693,0,0,1
0.07091517299310121,0,0,1
0.06063221525122628,0,0,1
0.033604151965654916,0,0,1
0.07261701319629825,0,0,1
0.028468062376918277,0,0,1
0.22536565007816953,0,0,1
0.025971804779250762,0,0,1
0.26169570870300335,1,0,0
0.05630130020826693,0,0,1
0.08601869091507983,0,0,1
0.04857852371722866,0,0,1
0.02449312798364125,0,0,1
0.24108206277516592,1,1,1
0.04650982193178627,0,0,1
0.054252953974281315,0,0,1
0.017744228829563745,0,0,1
0.11336244784133244,0,0,1
0.08533853996544838,0,0,1
0.005926737531378556,0,0,1
0.024280160083992874,0,0,1
0.040331046752694985,0,0,1
0.10619502979693464,0,0,1
0.07389095316963139,0,0,1
0.06900460121471434,0,0,1
0.031480383169849004,0,0,1
0.068831299792113,0,0,1
0.03225853181520257,0,0,1
0.027158020076702916,0,0,1
0.03772669414113778,0,0,1
0.025276017814395747,0,0,1
0.1461310921890102,0,0,1
0.020552611800523722,0,0,1
0.015146891419991725,0,0,1
0.1928634020553453,0,0,1
0.034488335237693964,0,0,1
0.017770686753144305,0,0,1
0.010285029640807507,0,0,1
0.029644196932992115,0,0,1
0.04063605492079152,0,0,1
0.07796024310590714,0,0,1
0.003779792001535642,0,0,1
0.030797219505262905,0,0,1
0.12718361698460123,0,0,1
0.07309740306271277,0,0,1
0.06261962526217713,0,0,1
0.03278283228931043,0,0,1
0.043377452573309314,0,0,1
0.010046276943724309,0,0,1
0.02331599908314916,0,0,1
0.019797743087476127,0,0,1
0.04652270808946075,0,0,1
0.03347969634847958,0,0,1
0.013368327486936038,0,0,1
0.12706247110293284,0,0,1
0.08312804977545704,0,0,1
0.07124597093891107,0,0,1
0.10021473085218457,0,0,1
0.0067639273693304025,0,0,1
0.03019625437812321,0,0,1
0.11602655058724398,0,0,1
0.04968070339036157,0,0,1
0.14831651604289572,0,0,1
0.04479908156080128,0,0,1
0.03451608680399019,0,0,1
0.0178611306891729,0,0,1
0.05234957728853782,0,0,1
0.08110658106498404,0,0,1
0.04046165181650343,0,0,1
0.02502493645806203,0,0,1
0.020060110347972858,0,0,1
0.11458898818430842,0,0,1
0.06525719361599326,0,0,1
0.011026884974539986,0,0,1
0.013869789659578191,0,0,1
0.04484997379087643,0,0,1
0.026372914909532242,0,0,1
0.1305313013761959,0,0,1
0.037407185061580736,0,0,1
0.28597986296020755,1,0,0
0.06355112084375018,0,0,1
0.03483136212239395,0,0,1
0.02717991347928921,0,0,1
0.055764943712016166,0,0,1
0.04974584458348543,0,0,1
0.04287511620719224,0,0,1
0.12235025776871111,0,0,1
0.03224154344447056,0,0,1
0.090646727665713,0,0,1
0.057316063579631676,0,0,1
0.024144469153717728,0,0,1
0.08969515402691286,0,0,1
0.142142100425133,0,0,1
0.09389407315721951,0,0,1
0.09012552306965828,0,0,1
0.08117594968824689,0,0,1
0.036592252859163274,0,0,1
0.010627751948712082,0,0,1
0.17290347878695642,0,0,1
0.025796896127469247,0,0,1
0.02456691935482642,0,0,1
0.022582652641336808,0,0,1
0.03369121464864746,0,0,1
0.03534226980077659,0,0,1
0.041104693141855254,0,0,1
0.006015642182098068,0,0,1
0.03055095598412496,0,0,1
0.052528114422959724,0,0,1
0.1585488106683895,0,0,1
0.0470840993705943,0,0,1
0.027895176929887366,0,0,1
0.06472862852927797,0,0,1
0.030162652309032433,0,0,1
0.019257265674403133,0,0,1
0.29261770417901073,1,1,1
0.030253823119321233,0,0,1
0.007231246100293442,0,0,1
0.0368076713880545,0,0,1
0.012250623029792273,0,0,1
0.1542082042726895,0,0,1
0.01430542469556455,0,0,1
0.025885082964555738,0,0,1
0.023520703607110092,0,0,1
0.03593621538751912,0,0,1
0.030074193792309533,0,0,1
0.026845829660085484,0,0,1
0.023356484925660448,0,0,1
0.03089497161461836,0,0,1
0.05742756784891285,0,0,1
0.09569856524309392,0,0,1
0.13471676916940026,0,0,1
0.018338359014748406,0,0,1
0.06496297683272205,0,0,1
0.02288557048876236,0,0,1
0.10999450759083929,0,0,1
0.041587053742629165,0,0,1
0.024264102739042226,0,0,1
0.01904150835395857,0,0,1
0.05032608419533422,0,0,1
0.07364270727522648,0,0,1
0.011469604406086308,0,0,1
0.023056849493856245,0,0,1
0.10516076157427391,0,0,1
0.03813576321427814,0,0,1
0.017901628205357456,0,0,1
0.09700798084585784,0,0,1
0.05483064459703164,0,0,1
0.01593326922105025,0,0,1
0.021723503674242604,0,0,1
0.02954309452512962,0,0,1
0.024305547597321706,0,0,1
0.029150795199759914,0,0,1
0.10241080747068414,0,0,1
0.027180987834167936,0,0,1
0.037297956865702094,0,0,1
0.029800128784450597,0,0,1
0.07178421709985591,0,0,1
0.03563372560885401,0,0,1
0.042797790210161855,0,0,1
0.027950838237724682,0,0,1
0.011842587188919396,0,0,1
0.030963015440674722,0,0,1
0.16708702235157816,0,0,1
0.0315937466013392,0,0,1
0.1481318669132707,0,0,1
0.041835067477520214,0,0,1
0.020739057691953965,0,0,1
0.22768840239246577,0,0,1
0.023305148867086012,0,0,1
0.01018425148251596,0,0,1
0.020655348800984675,0,0,1
0.0281403121782416,0,0,1
0.022936619755801902,0,0,1
0.0806732769319896,0,0,1
0.038151675835660655,0,0,1
0.033536211583251395,0,0,1
0.025325531555888903,0,0,1
0.03707097916418271,0,0,1
0.028943400253533702,0,0,1
0.015865879563656614,0,0,1
0.029888752909114056,0,0,1
0.028145023752610274,0,0,1
0.0644488192814097,0,0,1
0.09756052057786721,0,0,1
0.20584399819687854,0,0,1
0.0875417687429655,0,0,1
0.01888940571394184,0,0,1
0.006360504038603087,0,0,1
0.1273552530564062,0,0,1
0.010599227001171063,0,0,1
0.9950901194358809,1,1,1
0.08200772263493765,0,0,1
0.13564705594676196,0,0,1
0.015622855288387048,0,0,1
0.04429181254975321,0,0,1
0.061738623495638786,0,0,1
0.03754304971901261,0,0,1
0.050524235491764546,0,0,1
0.014079906699495125,0,0,1
0.02645189758401212,0,0,1
0.013972062032581433,0,0,1
0.016901973854257957,0,0,1
0.026592350144691166,0,0,1
0.020036204471032337,0,0,1
0.02493908231373085,0,0,1
0.0728830484835395,0,0,1
0.025915707639666375,0,0,1
0.011283190425833678,0,0,1
0.023890152363504225,0,0,1
0.018922011318049003,0,0,1
0.008567033165236415,0,0,1
0.10428748637091967,0,0,1
0.029644877817877256,0,0,1
0.015596179632336326,0,0,1
0.014760867801519039,0,0,1
0.07884385257079822,0,0,1
0.025005439442356114,0,0,1
0.1016766750901138,0,0,1
0.017088068545234657,0,0,1
0.16748436788835852,0,1,0
0.0469141278281495,0,0,1
0.013869288187884021,0,0,1
0.03028785633706712,0,0,1
0.014296210464565239,0,0,1
0.023281839251043056,0,0,1
0.021941727004562383,0,0,1
0.02263492494822772,0,0,1
0.013849295208694334,0,0,1
0.040561476783510804,0,0,1
0.020095151635509057,0,0,1
0.029274929168792128,0,0,1
0.09125322299064954,0,0,1
0.0163360454119261,0,0,1
0.02634465887686046,0,0,1
0.02110293651476327,0,0,1
0.060578465667257525,0,0,1
0.031129165708863038,0,0,1
0.11261308387834958,0,0,1
0.028155918203995343,0,0,1
0.041426722244213995,0,0,1
0.020893004377179645,0,0,1
0.01927531275724339,0,0,1
0.06530665500157737,0,0,1
0.24687514641636754,1,0,0
0.011888517377867225,0,0,1
0.02376465040134257,0,0,1
0.021568784887030932,0,0,1
0.04631697865632784,0,0,1
0.15933378566823064,0,0,1
0.018071142342278777,0,0,1
0.20936727593364127,0,0,1
0.04712019817806632,0,0,1
0.01617666702608258,0,0,1
0.05658321631144942,0,0,1
0.010313516766779895,0,0,1
0.020846248515704734,0,0,1
0.026234763291680417,0,0,1
0.031605000460915786,0,0,1
0.05092320027963062,0,0,1
0.0708836099840634,0,0,1
0.030508521352811235,0,0,1
0.023540404770306878,0,0,1
0.023043218745596228,0,0,1
0.06584508665286526,0,0,1
0.02170896278741121,0,0,1
0.07026742666520343,0,0,1
0.008879540112497319,0,0,1
0.035458615571752006,0,0,1
0.026297040045634535,0,0,1
0.03792909151618366,0,0,1
0.10558027095081414,0,0,1
0.021272452034245236,0,0,1
0.12214033803287366,0,0,1
0.032315369315406635,0,0,1
0.020050480575598748,0,0,1
0.023241344376224625,0,0,1
0.059569506142359806,0,0,1
0.060045926507631894,0,0,1
0.02840249907352299,0,0,1
0.019611214881852978,0,0,1
0.022695540704603157,0,0,1
0.029240759189846963,0,0,1
0.0328940142480201,0,0,1
0.01766486521901047,0,0,1
0.019818426489135076,0,0,1
0.19910422579311562,0,1,0
0.2912053982603434,1,1,1
0.043156890406181425,0,0,1
0.03406629167462209,0,0,1
0.02674018448328581,0,0,1
0.09713484536674456,0,0,1
0.15534494485500067,0,0,1
0.06663815634035516,0,0,1
0.19083595238196477,0,0,1
0.03598181733484635,0,0,1
0.027139238668689947,0,0,1
0.012321006716982419,0,0,1
0.04117678266692941,0,0,1
0.09831629437948042,0,0,1
0.02567058979792156,0,0,1
0.014846114431196721,0,0,1
0.03137700774599345,0,0,1
0.1686014183050249,0,0,1
0.06018716958025225,0,0,1
0.02702801868391087,0,0,1
0.1055127189175669,0,0,1
0.22848220209947748,0,0,1
0.06201018578405719,0,0,1
0.022449826484077895,0,0,1
0.015891116248675053,0,0,1
0.03859512554608988,0,0,1
0.013574501144156413,0,0,1
0.20938245161799743,0,0,1
0.027051130448015413,0,0,1
0.018124590135129657,0,0,1
0.12304269276052615,0,0,1
0.02418636788944677,0,0,1
0.03477079962299556,0,0,1
0.027081052547128358,0,0,1
0.01926134501918284,0,0,1
0.07920742657973535,0,0,1
0.019594613353817403,0,0,1
0.0335217994474275,0,0,1
0.01723605678727429,0,0,1
0.04486519917066462,0,0,1
0.022065401333363766,0,0,1
0.03061238604045069,0,0,1
0.10727474596389915,0,0,1
0.023308450104039414,0,0,1
0.09050349755591215,0,0,1
0.014397744655901178,0,0,1
0.10899063546274053,0,0,1
0.024135948827792908,0,0,1
0.07707481494870025,0,0,1
0.03634425936669745,0,0,1
0.011849758828663636,0,0,1
0.18487071242719996,0,0,1
0.020234313041838824,0,0,1
0.01910313238658665,0,0,1
0.030586686036247767,0,0,1
0.017843126503307903,0,0,1
0.035591213715497935,0,0,1
0.019761138501874286,0,0,1
0.017570958761521815,0,0,1
0.12088736384662348,0,0,1
0.03900664923552925,0,0,1
0.05951120205051885,0,0,1
0.02298482973171003,0,0,1
0.08576722745364355,0,0,1
0.019471212961059223,0,0,1
0.012707366317749757,0,0,1
0.15979558838062297,0,0,1
0.08054276100561254,0,0,1
0.06381182179960107,0,0,1
