risk_score,is_anomaly,actual_fraud,correct_prediction
0.02127014784528991,0,0,1
0.016935425200006682,0,0,1
0.07002810743097188,0,0,1
0.014182512210913843,0,0,1
0.19090669492456686,0,0,1
0.10171494547591131,0,0,1
0.07500560405492537,0,0,1
0.08748299641850137,0,0,1
0.02013514615149419,0,0,1
0.007394790589871358,0,0,1
0.020667334473306286,0,0,1
0.08605115398522756,0,0,1
0.015466656347985053,0,0,1
0.06290890518990479,0,0,1
0.032051565848637484,0,0,1
0.023245415097130982,0,0,1
0.09753058485762456,0,0,1
0.016935008290460796,0,0,1
0.02545564687344899,0,0,1
0.024284213280360456,0,0,1
0.0370000384390337,0,0,1
0.026797904449852594,0,0,1
0.08600070756298892,0,0,1
0.033341702803710516,0,0,1
0.025856131536060655,0,0,1
0.09690535208352737,0,0,1
0.017583967798553778,0,0,1
0.046576057178870235,0,0,1
0.016562323046914715,0,0,1
0.03626809138066678,0,0,1
0.01686284109768279,0,0,1
0.06753464673769478,0,0,1
0.009280796020060688,0,0,1
0.013134641046166906,0,0,1
0.023682266149557707,0,0,1
0.08252410051578449,0,0,1
0.02570957175237789,0,0,1
0.03896189753863246,0,0,1
0.022010304191759842,0,0,1
0.11475302980340871,0,0,1
0.06927564500254217,0,0,1
0.015470535174894294,0,0,1
0.05449986435167544,0,0,1
0.026591896875020126,0,0,1
0.035537787672016916,0,0,1
0.07637393119373533,0,0,1
0.05498510986520417,0,0,1
0.024333164282293197,0,0,1
0.029133896977828887,0,0,1
0.05724880905399003,0,0,1
0.011147911375323805,0,0,1
0.01913894762144761,0,0,1
0.05007188480029614,0,0,1
0.023886539023816922,0,0,1
0.03687919952367664,0,0,1
0.01830114233325215,0,0,1
0.146370741102585,0,0,1
0.06976879061386787,0,0,1
0.05584585046639121,0,0,1
0.08615793777927536,0,0,1
0.022494682703721746,0,0,1
0.06716434477848147,0,0,1
0.12060382472005468,0,0,1
0.19879870827822568,0,0,1
0.03510938989820129,0,0,1
0.02304519524119031,0,0,1
0.2691959003816247,1,1,1
0.03487731359963266,0,0,1
0.014965495204884926,0,0,1
0.042928808784129746,0,0,1
0.36199300466693846,1,1,1
0.052823132361892844,0,0,1
0.034529291209886105,0,0,1
0.09637108424689404,0,0,1
0.08867324863611194,0,0,1
0.036074480367135876,0,0,1
0.042208390345335696,0,0,1
0.009425870185069907,0,0,1
0.19630476225161786,0,0,1
0.07232754004822518,0,0,1
0.06000535979835746,0,0,1
0.034833151281100316,0,0,1
0.034369843661812505,0,0,1
0.038362177634963614,0,0,1
0.02040297719434001,0,0,1
0.031962148160382696,0,0,1
0.19900820757249654,0,0,1
0.07285704792722862,0,0,1
0.017307172820519166,0,0,1
0.05776536362627516,0,0,1
0.020282251177594125,0,0,1
0.0324276568277889,0,0,1
0.1277012873096494,0,0,1
0.0813289514095868,0,0,1
0.08804193556494999,0,0,1
0.04429548540890105,0,0,1
0.02288577656498667,0,0,1
0.07842965632646538,0,0,1
0.03492240123741255,0,0,1
0.06986114948743687,0,0,1
0.03952375062223947,0,0,1
0.027716566136375187,0,0,1
0.0697875700084943,0,0,1
0.024103431771911033,0,0,1
0.0226324517676292,0,0,1
0.11203687560368121,0,0,1
0.02097790683916465,0,0,1
0.03297521502499299,0,0,1
0.08743249617770707,0,0,1
0.02662931443672305,0,0,1
0.02443414155286705,0,0,1
0.033724222277125925,0,0,1
0.09093603438764883,0,0,1
0.01023754993183148,0,0,1
0.036726042144881066,0,0,1
0.03304061841170416,0,0,1
0.08579685336936042,0,0,1
0.03058840555348665,0,0,1
0.10060312649235963,0,0,1
0.16273780052274137,0,0,1
0.033748155396803536,0,0,1
0.05640692750866069,0,0,1
0.06776597000344302,0,0,1
0.13162397855282792,0,0,1
0.01710805292352775,0,0,1
0.023244644165476336,0,0,1
0.0890202387204722,0,0,1
0.17007401810223854,0,0,1
0.0048923986239288505,0,0,1
0.03290376448749623,0,0,1
0.08444603053244082,0,0,1
0.019399544391140822,0,0,1
0.03106484462839505,0,0,1
0.13941395309452081,0,0,1
0.04027825571355572,0,0,1
0.029938878181327476,0,0,1
0.037908766723809405,0,0,1
0.03998150769266571,0,0,1
0.08708410760695602,0,0,1
0.026788025213107036,0,0,1
0.03385787886894174,0,0,1
0.05273710839686911,0,0,1
0.023971738875236646,0,0,1
0.0847832663509358,0,0,1
0.09868340782359646,0,0,1
0.013338576345221976,0,0,1
0.06683175170180142,0,0,1
0.10761307733268297,0,0,1
0.014556394250781368,0,0,1
0.03739888515955969,0,0,1
0.11440092235238554,0,0,1
0.017190438057454304,0,0,1
0.07925346330836484,0,0,1
0.0814994997692791,0,0,1
0.1068808433982316,0,0,1
0.19235326157525642,0,0,1
0.09178057848819347,0,0,1
0.0318691091663575,0,0,1
0.03183656880378278,0,0,1
0.029018525361319523,0,0,1
0.08715259677434029,0,0,1
0.04255700240561333,0,0,1
0.16216668981093407,0,0,1
0.09047034416701456,0,0,1
0.05921020466227389,0,0,1
0.019524134204485667,0,0,1
0.05822979545868698,0,0,1
0.05100236255119388,0,0,1
0.04341092270748532,0,0,1
0.09772411680816984,0,0,1
0.02877817910765654,0,0,1
0.04000328164765186,0,0,1
0.04160374830597824,0,0,1
0.09672409952891085,0,0,1
0.024068540633724277,0,0,1
0.023732712137113365,0,0,1
0.16489862876693231,0,0,1
0.0635044592411593,0,0,1
0.016018542124663138,0,0,1
0.00917404544565612,0,0,1
0.009671838951349399,0,0,1
0.03283158504183263,0,0,1
0.15982014703243333,0,0,1
0.02501753934363642,0,0,1
0.1513677444077577,0,0,1
0.15882413305868884,0,0,1
0.0255835668160465,0,0,1
0.14325301429220952,0,0,1
0.05989043749249252,0,0,1
0.011771442241296915,0,0,1
0.030563527911800923,0,0,1
0.050853695755090356,0,0,1
0.041821881170136965,0,0,1
0.03506958905429258,0,0,1
0.06762015346035823,0,0,1
0.030278994530157963,0,0,1
0.03841972842835146,0,0,1
0.041265120672387766,0,0,1
0.025321548769273793,0,0,1
0.08955181817421388,0,0,1
0.03975958065746741,0,0,1
0.023022171572036565,0,0,1
0.04382803658545835,0,0,1
0.028704845215261152,0,0,1
0.030396249109747586,0,0,1
0.03659789959978803,0,0,1
0.1467563242159561,0,0,1
0.019564889387755913,0,0,1
0.026273863090499748,0,0,1
0.03154610064719547,0,0,1
0.09568731599443321,0,0,1
0.058564283291504024,0,0,1
0.1326902499364959,0,0,1
0.04662089220732746,0,0,1
0.003077457800322625,0,0,1
0.030812947722592375,0,0,1
0.09928379057110925,0,0,1
0.01918605814951735,0,0,1
0.12526542353387007,0,0,1
0.0582239062903527,0,0,1
0.018169742777742547,0,0,1
0.04837080540308001,0,0,1
0.08011974825765193,0,0,1
0.015914952098189914,0,0,1
0.03725120583010477,0,0,1
0.005528323349854402,0,0,1
0.03126665288724808,0,0,1
0.03099666852010443,0,0,1
0.021934210761845183,0,0,1
0.061693837573593875,0,0,1
0.1503217555232819,0,0,1
0.08816317127758255,0,0,1
0.02164507204724333,0,0,1
0.055015438897984256,0,0,1
0.17563828262179054,0,0,1
0.3778366709532862,1,0,0
0.021674608171152233,0,0,1
0.14889284337651162,0,0,1
0.018642272172545393,0,0,1
0.013703377485425295,0,0,1
0.03449513086338456,0,0,1
0.040236409848830146,0,0,1
0.020663670644193676,0,0,1
0.026894388222614474,0,0,1
0.01006537702738368,0,0,1
0.04991943042224036,0,0,1
0.020563819001941017,0,0,1
0.03664093991566821,0,0,1
0.22508246529001513,0,0,1
0.04440099671220914,0,0,1
0.02300767396582235,0,0,1
0.008636573237679367,0,0,1
0.05613309330600995,0,0,1
0.00896668058738379,0,0,1
0.07953654415949267,0,0,1
0.05279411986882256,0,0,1
0.10166067868654982,0,0,1
0.017255291969495424,0,0,1
0.02203257803085239,0,0,1
0.013021954099060772,0,0,1
0.048937065647234164,0,0,1
0.02525881400286136,0,0,1
0.02087588917713785,0,0,1
0.10205238016271038,0,0,1
0.03780581310744515,0,0,1
0.04548774986571329,0,0,1
0.011600990797769462,0,0,1
0.021780464305348655,0,0,1
0.01223637551110217,0,0,1
0.055224275739632664,0,0,1
0.0199358011746686,0,0,1
0.02528980480412033,0,0,1
0.032346818525899136,0,0,1
0.20433161791458723,0,0,1
0.07628923642699499,0,0,1
0.018050933485943155,0,0,1
0.035270043213202616,0,0,1
0.02114588141395732,0,0,1
0.05069595337999606,0,0,1
0.009654873797778718,0,0,1
0.03147476754999363,0,0,1
0.020510505924794087,0,0,1
0.029909779906703668,0,0,1
0.025797301350105783,0,0,1
0.22050290320829416,0,0,1
0.05163347153224453,0,0,1
0.022357097131379254,0,0,1
0.09737186927104018,0,0,1
0.02575451732945704,0,0,1
0.04440268610164739,0,0,1
0.022092940584326957,0,0,1
0.019537179595609987,0,0,1
0.19997215071026783,0,0,1
0.023298169078288078,0,0,1
0.026708221696072253,0,0,1
0.03068972762934916,0,0,1
0.11293750291863693,0,0,1
0.04093224891541123,0,0,1
0.04150284318425779,0,0,1
0.046712010770655274,0,0,1
0.02635365555590965,0,0,1
0.01641853128358226,0,0,1
0.09901441485144691,0,0,1
0.04239244615749178,0,0,1
0.018844856331545312,0,0,1
0.05118686020071989,0,0,1
0.028644957964722637,0,0,1
0.06061247510574388,0,0,1
0.033832713991506023,0,0,1
0.04444352882844,0,0,1
0.03298470391172226,0,0,1
0.04879102241325826,0,0,1
0.10414513346870698,0,0,1
0.025371808941112572,0,0,1
0.28078102555579687,1,0,0
0.06060617532035279,0,0,1
0.2612264681329619,1,0,0
0.012062440956900677,0,0,1
0.06021650728699535,0,0,1
0.03325608436847711,0,0,1
0.03108720405451566,0,0,1
0.029067921026265386,0,0,1
0.07575352794939982,0,0,1
0.03186645207820982,0,0,1
0.05282243714195156,0,0,1
0.031208438619214893,0,0,1
0.08756470996769077,0,0,1
0.21983393378235122,0,0,1
0.050312898888920786,0,0,1
0.06147383140582072,0,0,1
0.0920386100882736,0,0,1
0.1069116737457453,0,0,1
0.032326294625668515,0,0,1
0.029989304000515138,0,0,1
0.03233404021044652,0,0,1
0.058238553342927865,0,0,1
0.11615058816571239,0,0,1
0.3004139079925839,1,0,0
0.03596292702453658,0,0,1
0.0635629948039923,0,0,1
0.04543112898989594,0,0,1
0.013698241446380498,0,0,1
0.036302399082721745,0,0,1
0.18962764642745872,0,0,1
0.025439290390308456,0,0,1
0.09199838381030372,0,0,1
0.02575757824708793,0,0,1
0.022866626447819314,0,0,1
0.029193643796554602,0,0,1
0.05495980859729632,0,0,1
0.017870429258740494,0,0,1
0.0929652452385863,0,0,1
0.04063835854255573,0,0,1
0.039107459828803835,0,0,1
0.04211056003292246,0,0,1
0.06736151004900368,0,0,1
0.0789859194770068,0,0,1
0.04128992436354142,0,0,1
0.020454086077207067,0,0,1
0.051535166880706584,0,0,1
0.03707204701557119,0,0,1
0.024346775749862437,0,0,1
0.23391730753544113,0,0,1
0.014203417675341789,0,0,1
0.01766387073579483,0,0,1
0.034990032958697355,0,0,1
0.03073098943479464,0,0,1
0.04552222964274442,0,0,1
0.024674537808816056,0,0,1
0.037325757438694686,0,0,1
0.13571162159057318,0,0,1
0.23839087148260496,0,0,1
0.04697347482633021,0,0,1
0.01913993224322694,0,0,1
0.0320289929110064,0,0,1
0.01800449943392035,0,0,1
0.04622014569026032,0,0,1
0.052704251827283485,0,0,1
0.03271519740579896,0,0,1
0.039766525165271856,0,0,1
0.07020405471580911,0,0,1
0.03395843852187745,0,0,1
0.025846079692451538,0,0,1
0.09758828608917265,0,0,1
0.06322779289507208,0,0,1
0.023981608957622757,0,0,1
0.06074221715303893,0,0,1
0.046844310723302064,0,0,1
0.045520081751819805,0,0,1
0.02829417035531385,0,0,1
0.09855084995728809,0,0,1
0.021603429755006974,0,0,1
0.18984406463737052,0,0,1
0.06806205209902047,0,0,1
0.025263033571662773,0,0,1
0.05344534115743289,0,0,1
0.019416874811574458,0,0,1
0.025086406493018788,0,0,1
0.07755920913888854,0,0,1
0.054831315154437996,0,0,1
0.006758249049017673,0,0,1
0.035260869356564674,0,0,1
0.02974991291720883,0,0,1
0.1739673407621403,0,0,1
0.025114592443373194,0,0,1
0.040857323568855075,0,0,1
0.0429051287989824,0,0,1
0.009687735642494056,0,0,1
0.02038782048786838,0,0,1
0.02372004848450988,0,0,1
0.013690352984157972,0,0,1
0.030631324441649753,0,0,1
0.010314040577875926,0,0,1
0.04685574472959755,0,0,1
0.10050127796631789,0,0,1
0.227397628159969,0,0,1
0.03224785449368268,0,0,1
0.08254022664368656,0,0,1
0.04829333082272411,0,0,1
0.08712349699806207,0,0,1
0.03271894750724908,0,0,1
0.03091601357013822,0,0,1
0.01573587036786259,0,0,1
0.03048038857838495,0,0,1
0.0434475011738944,0,0,1
0.0662588303471455,0,0,1
0.03908270690213289,0,0,1
0.05370898656480727,0,0,1
0.018898201897048515,0,0,1
0.018743697207969222,0,0,1
0.10450826793832436,0,0,1
0.06912310590814387,0,0,1
0.019722301628189998,0,0,1
0.012849890924674034,0,0,1
0.03328952340558211,0,0,1
0.021762244022841503,0,0,1
0.04988199775743165,0,0,1
0.17483675198873777,0,0,1
0.03535229910880624,0,0,1
0.014423045889367735,0,0,1
0.12399061273273704,0,0,1
0.01791752506555435,0,0,1
0.041028695816061944,0,0,1
0.03612473221979562,0,0,1
0.046902254920493755,0,0,1
0.172228108976663,0,0,1
0.06543155746226297,0,0,1
0.012638842704671593,0,0,1
0.053563048125432,0,0,1
0.09402074085931966,0,0,1
0.010689856138100895,0,0,1
0.07168089554992789,0,0,1
0.01869835164518203,0,0,1
0.02775893736308401,0,0,1
0.3295107628014461,1,1,1
0.02252540965100991,0,0,1
0.044266381506209096,0,0,1
0.029397046883534814,0,0,1
0.01343484566429025,0,0,1
0.02006097795505124,0,0,1
0.07260320482009537,0,0,1
0.027150709332485,0,0,1
0.03899028449524269,0,0,1
0.06052059762484469,0,0,1
0.04206107001678137,0,0,1
0.020807802839028854,0,0,1
0.026730671224470415,0,0,1
0.0269406873579352,0,0,1
0.0421655340174929,0,0,1
0.03926081858895185,0,0,1
0.024580024919517694,0,0,1
0.03323255558050748,0,0,1
0.050224811013561306,0,0,1
0.02348486969889001,0,0,1
0.07589338736033813,0,0,1
0.10733845369557002,0,0,1
0.05725673995204769,0,0,1
0.03003835718284764,0,0,1
0.015114641862078936,0,0,1
0.05565793070931695,0,0,1
0.02029464329944075,0,0,1
0.025539872093146763,0,0,1
0.051141225848284,0,0,1
0.03128309856662521,0,0,1
0.024941264799554407,0,0,1
0.030027343724783193,0,0,1
0.026702805123150684,0,0,1
0.04119018898833888,0,0,1
0.02751962864200661,0,0,1
0.02159058387270456,0,0,1
0.06088353186723019,0,0,1
0.23301569013939155,0,0,1
0.06693382333093385,0,0,1
0.03466217829794975,0,0,1
0.23638345911207448,0,0,1
0.021800028772683253,0,0,1
0.025463151122317385,0,0,1
0.018586474527825046,0,0,1
0.0574057830435547,0,0,1
0.18784858048216763,0,0,1
0.39836341764489386,1,1,1
0.06183323575845181,0,0,1
0.08330118071976404,0,0,1
0.03425034834364946,0,0,1
0.07530989773164284,0,0,1
0.04322614964618547,0,0,1
0.0304615478835631,0,0,1
0.10404432538792427,0,0,1
0.015966325403115288,0,0,1
0.07931459477509957,0,0,1
0.027295329841632764,0,0,1
0.014625574859069944,0,0,1
0.02424044979945399,0,0,1
0.03107776661337449,0,0,1
0.10042299706269028,0,0,1
0.03850967194480619,0,0,1
0.12391316849435183,0,0,1
0.10159841333906487,0,0,1
0.03488330110579272,0,0,1
0.0507570332001312,0,0,1
0.32278195348610766,1,1,1
0.030543197614951122,0,0,1
0.021283073356026326,0,0,1
0.02650396865992981,0,0,1
0.06544900591969206,0,0,1
0.017101643325959093,0,0,1
0.030958012023392212,0,0,1
0.05199201340765482,0,0,1
0.07515722033713887,0,0,1
0.10117991223597175,0,0,1
0.021797420019477043,0,0,1
0.042814407186516724,0,0,1
0.045607858730913615,0,0,1
0.020406817973350488,0,0,1
0.017313680212684177,0,0,1
0.02072341158310691,0,0,1
0.018103387384819158,0,0,1
0.012909235533988705,0,0,1
0.02688045858404491,0,0,1
0.024159552102531533,0,0,1
0.08878344357036869,0,0,1
0.07454707812730381,0,0,1
0.03393031209667332,0,0,1
0.015880775761169464,0,0,1
0.05701340788143045,0,0,1
0.0940985452731289,0,0,1
0.02837764219674885,0,0,1
0.021836927813003035,0,0,1
